step_n_branch_n_depth_n,step_start_time,step_end_time,branch_start_time,branch_end_time,depth_start_time,depth_end_time,llm_call_start_time,llm_call_end_time,command_execution_start_time,command_execution_end_time,container_operation_start_time,container_operation_end_time,tmux_session_check_start_time,tmux_session_check_end_time,tmux_send_keys_start_time,tmux_send_keys_end_time,tmux_wait_start_time,tmux_wait_end_time,checkpoint_restore_start_time,checkpoint_restore_end_time,container_reconnect_start_time,container_reconnect_end_time,command_keystrokes,command_is_blocking,command_timeout_sec,llm_response_length,terminal_output_length,branch_reward,success,error_message,memory_before_command,memory_after_command,memory_before_checkpoint,memory_after_checkpoint,checkpoint_id,container_id,checkpoint_stats_time,checkpoint_stats_size,restore_stats_time,restore_stats_size,ckptlite_filesystem_size,ckptlite_memory_size,ckptlite_snapshot_vmrss_mb,docker_image_size,mcts_node_id,mcts_parent_id,mcts_n,mcts_w,mcts_q,mcts_ucb,mcts_value,mcts_done,mcts_selected_child
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T21:54:57.751,2026-04-05T21:54:57.895,,,,,,,,,True,,,,,,e87aa4c4,,,,2.399627208709717,69914997,2053,69912944,5.1171875,,,,,,,,,,
0_0_1,,,,,2026-04-05T21:54:57.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T21:55:02.938,2026-04-05T21:55:02.938,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T21:55:02.938,,2026-04-05T21:55:02.938,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T21:57:02.942,,2026-04-05T21:57:02.942,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,ac1bdaf6,,1.3147716522216797,72889635,,,2053,72887582,5.09765625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T21:57:03.369,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,ac1bdaf6,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T21:57:03.382,2026-04-05T21:57:03.525,,,,,,,,,True,,,,,,ac1bdaf6,,,,2.508347511291504,72889692,2053,72887639,5.09765625,,,,,,,,,,
0_0_1,,,,,2026-04-05T21:57:03.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T21:57:08.572,2026-04-05T21:57:08.572,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T21:57:08.573,,2026-04-05T21:57:08.573,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T21:59:08.580,,2026-04-05T21:59:08.580,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,eeaf765e,,1.3474066257476807,75709249,,,2053,75707196,4.88671875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T21:59:09.007,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,eeaf765e,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T21:59:09.020,2026-04-05T21:59:09.165,,,,,,,,,True,,,,,,eeaf765e,,,,2.6168365478515625,75709249,2053,75707196,4.88671875,,,,,,,,,,
0_0_1,,,,,2026-04-05T21:59:09.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T21:59:14.209,2026-04-05T21:59:14.209,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T21:59:14.209,,2026-04-05T21:59:14.209,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:01:14.237,,2026-04-05T22:01:14.237,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,a5988111,,1.3797798156738281,78478117,,,2053,78476064,4.90234375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:01:14.663,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,a5988111,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:01:14.677,2026-04-05T22:01:14.823,,,,,,,,,True,,,,,,a5988111,,,,2.725597381591797,78478001,2053,78475948,4.90234375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:01:14.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:01:19.872,2026-04-05T22:01:19.873,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:01:19.873,,2026-04-05T22:01:19.873,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:03:19.905,,2026-04-05T22:03:19.905,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,18febeec,,1.413334608078003,81493604,,,2053,81491551,5.13671875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:03:20.335,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,18febeec,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:03:20.350,2026-04-05T22:03:20.499,,,,,,,,,True,,,,,,18febeec,,,,2.8345329761505127,81493608,2053,81491555,5.13671875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:03:20.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:03:25.552,2026-04-05T22:03:25.552,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:03:25.552,,2026-04-05T22:03:25.552,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:05:25.579,,2026-04-05T22:05:25.579,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,c8adcb9b,,1.4466729164123535,84439556,,,2053,84437503,5.0703125,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:05:26.009,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,c8adcb9b,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:05:26.024,2026-04-05T22:05:26.175,,,,,,,,,True,,,,,,c8adcb9b,,,,2.944397211074829,84439499,2053,84437446,5.0703125,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:05:26.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:05:31.223,2026-04-05T22:05:31.223,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:05:31.223,,2026-04-05T22:05:31.223,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:07:31.224,,2026-04-05T22:07:31.224,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,a0dc0c5c,,1.4809463024139404,87243294,,,2053,87241241,4.93359375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:07:31.657,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,a0dc0c5c,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:07:31.674,2026-04-05T22:07:31.825,,,,,,,,,True,,,,,,a0dc0c5c,,,,3.053837776184082,87243351,2053,87241298,4.93359375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:07:31.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:07:36.878,2026-04-05T22:07:36.878,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:07:36.878,,2026-04-05T22:07:36.878,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:09:36.932,,2026-04-05T22:09:36.932,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,7f7bbec0,,1.5133366584777832,90100013,,,2053,90097960,4.984375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:09:37.366,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,7f7bbec0,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:09:37.382,2026-04-05T22:09:37.535,,,,,,,,,True,,,,,,7f7bbec0,,,,3.1630489826202393,90099956,2053,90097903,4.984375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:09:37.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:09:42.590,2026-04-05T22:09:42.590,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:09:42.590,,2026-04-05T22:09:42.590,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:11:42.680,,2026-04-05T22:11:42.680,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,cad480c9,,1.5468723773956299,93043662,,,2053,93041609,5.06640625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:11:43.116,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,cad480c9,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:11:43.136,2026-04-05T22:11:43.290,,,,,,,,,True,,,,,,cad480c9,,,,3.2727668285369873,93043776,2053,93041723,5.06640625,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:11:43.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:11:48.346,2026-04-05T22:11:48.347,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:11:48.347,,2026-04-05T22:11:48.347,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:13:48.349,,2026-04-05T22:13:48.349,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,ca5b5366,,1.5797545909881592,95782037,,,2053,95779984,4.87109375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:13:48.783,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,ca5b5366,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:13:48.815,2026-04-05T22:13:48.970,,,,,,,,,True,,,,,,ca5b5366,,,,3.3815553188323975,95781982,2053,95779929,4.87109375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:13:49.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:13:54.027,2026-04-05T22:13:54.027,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:13:54.027,,2026-04-05T22:13:54.027,,,,,,,,,,,,ls -la /tmp/tmux-0,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:15:54.080,,2026-04-05T22:15:54.080,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,21b62162,,1.6117031574249268,98649022,,,2053,98646969,4.9921875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:15:54.516,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,21b62162,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:15:54.551,2026-04-05T22:15:54.707,,,,,,,,,True,,,,,,50da82ac,,,,3.49027156829834,98649308,2053,98647255,8.60546875,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:15:54.752,2026-04-05T22:15:54.906,,,,,,,,,True,,,,,,50da82ac,,,,3.5976669788360596,98649080,2053,98647027,8.60546875,,,,,,,,,,
0_1_1,,,,,2026-04-05T22:15:54.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_1_1,,,,,,,2026-04-05T22:15:54.967,2026-04-05T22:15:54.967,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_1_1,,,,,,,,,2026-04-05T22:15:54.967,,2026-04-05T22:15:54.967,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_1_1,,,,,,,,,,2026-04-05T22:17:55.068,,2026-04-05T22:17:55.068,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,254b9da8,,1.647489309310913,100815617,,,2053,100813564,5.95703125,,,,,,,,,,
0_1_1,,,,,,2026-04-05T22:17:55.511,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,254b9da8,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:17:55.515,2026-04-05T22:17:55.672,,,,,,,,,True,,,,,,254b9da8,,,,3.7059414386749268,100815955,2053,100813902,5.95703125,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:17:55.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:17:55.751,2026-04-05T22:17:55.751,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:17:55.751,,2026-04-05T22:17:55.751,,,,,,,,,,,,move N & E & S & W,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:17:55.759,,2026-04-05T22:17:55.759,,,,,,,,,,,,,,,268,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,69a0e8cd,,1.67995285987854,103887498,,,2053,103885445,6.58984375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:17:56.198,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,69a0e8cd,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:17:56.204,2026-04-05T22:17:56.362,,,,,,,,,True,,,,,,69a0e8cd,,,,3.8135523796081543,103887308,2053,103885255,6.58984375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:17:56.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:17:56.426,2026-04-05T22:17:56.427,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:17:56.427,,2026-04-05T22:17:56.427,,,,,,,,,,,,move S & S & E & E & N,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:17:56.434,,2026-04-05T22:17:56.434,,,,,,,,,,,,,,,338,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0e5003bb,,1.7148995399475098,107157420,,,2053,107155367,6.83203125,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:17:56.878,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0e5003bb,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:17:56.885,2026-04-05T22:17:57.045,,,,,,,,,True,,,,,,0e5003bb,,,,3.922377824783325,107157266,2053,107155213,6.83203125,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:17:57.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:17:57.111,2026-04-05T22:17:57.112,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:17:57.112,,2026-04-05T22:17:57.112,,,,,,,,,,,,move S & S & W & W & N & N,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:17:57.121,,2026-04-05T22:17:57.121,,,,,,,,,,,,,,,407,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,319628b1,,1.750262975692749,110670655,,,2053,110668602,6.99609375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:17:57.566,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,319628b1,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:17:57.573,2026-04-05T22:17:57.734,,,,,,,,,True,,,,,,319628b1,,,,4.030248403549194,110670769,2053,110668716,6.99609375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:17:57.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:17:57.800,2026-04-05T22:17:57.801,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:17:57.801,,2026-04-05T22:17:57.801,,,,,,,,,,,,move N & N & E & E & S & S & W & W,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:17:57.809,,2026-04-05T22:17:57.809,,,,,,,,,,,,,,,545,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,01b31fd8,,1.7838847637176514,114311308,,,2053,114309255,7.1796875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:17:58.254,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,01b31fd8,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:17:58.263,2026-04-05T22:17:58.425,,,,,,,,,True,,,,,,01b31fd8,,,,4.137955665588379,114311232,2053,114309179,7.1796875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:17:58.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:17:58.494,2026-04-05T22:17:58.494,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:17:58.494,,2026-04-05T22:17:58.494,,,,,,,,,,,,move S & E & E & N & N & W & W & S,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:17:58.503,,2026-04-05T22:17:58.503,,,,,,,,,,,,,,,545,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0fd11b31,,1.8208019733428955,118103022,,,2053,118100969,7.19921875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:17:58.952,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0fd11b31,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:17:58.962,2026-04-05T22:17:59.126,,,,,,,,,True,,,,,,0fd11b31,,,,4.246535301208496,118102904,2053,118100851,7.19921875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:17:59.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:17:59.197,2026-04-05T22:17:59.197,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:17:59.197,,2026-04-05T22:17:59.197,,,,,,,,,,,,move N & N & W & W & S & S & E & E,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:17:59.205,,2026-04-05T22:17:59.205,,,,,,,,,,,,,,,545,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,5cec5c0c,,1.8564019203186035,122014570,,,2053,122012517,7.5078125,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:17:59.655,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,5cec5c0c,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:17:59.665,2026-04-05T22:17:59.830,,,,,,,,,True,,,,,,5cec5c0c,,,,4.355106353759766,122014342,2053,122012289,7.5078125,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:17:59.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:17:59.901,2026-04-05T22:17:59.902,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:17:59.902,,2026-04-05T22:17:59.902,,,,,,,,,,,,move S & S & E & N & N & W & S & E,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:17:59.910,,2026-04-05T22:17:59.910,,,,,,,,,,,,,,,545,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,ddd68d8f,,1.8902559280395508,126023199,,,2053,126021146,7.46875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:18:00.359,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,ddd68d8f,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:18:00.371,2026-04-05T22:18:00.540,,,,,,,,,True,,,,,,ddd68d8f,,,,4.466128826141357,126023581,2053,126021528,7.46875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:18:00.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:18:00.612,2026-04-05T22:18:00.612,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:18:00.612,,2026-04-05T22:18:00.612,,,,,,,,,,,,move N & N & N & E & E & S & S & W & W,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:18:00.621,,2026-04-05T22:18:00.621,,,,,,,,,,,,,,,614,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,9e323ec4,,1.9249389171600342,130152277,,,2053,130150224,7.58984375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:18:01.072,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,9e323ec4,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:18:01.084,2026-04-05T22:18:01.252,,,,,,,,,True,,,,,,9e323ec4,,,,4.573715686798096,130152049,2053,130149996,7.58984375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:18:01.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:18:01.326,2026-04-05T22:18:01.326,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:18:01.326,,2026-04-05T22:18:01.326,,,,,,,,,,,,move N & N & W & W & S & S & E & E & N & E & S & W,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:18:01.334,,2026-04-05T22:18:01.334,,,,,,,,,,,,,,,825,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,80a6f9f9,,1.9645586013793945,134487508,,,2053,134485455,7.71484375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:18:01.791,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,80a6f9f9,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:18:01.804,2026-04-05T22:18:01.975,,,,,,,,,True,,,,,,80a6f9f9,,,,4.682261943817139,134487164,2053,134485111,7.71484375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:18:02.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:18:02.050,2026-04-05T22:18:02.050,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:18:02.050,,2026-04-05T22:18:02.050,,,,,,,,,,,,move W & W & N & N & E & E & S & S,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:18:02.058,,2026-04-05T22:18:02.058,,,,,,,,,,,,,,,545,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,69474d64,,1.9997823238372803,138937570,,,2053,138935517,7.82421875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:18:02.515,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,69474d64,,,,,,,,,,,,,,,,,,
